99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	0.1126	139	0.1491	0.1251	0.1251	0.1208	0.1342	0.1296	144	0.2353
99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	0.0945	0.1342	0.1296	139	0.1599	0.1251	0.1087	0.1208	0.1491	139
99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	0.1014	0.1251	139	0.1166	0.1296	0.1126	0.1014	0.0912	0.1087	0.1342
99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	0.0881	0.1126	0.1014	0.0979	0.0979	0.0881	0.0979	0.1166	0.1208	0.1166
99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	0.0912	0.0793	0.0912	0.0881	0.0945	0.0912	0.0881	0.1014	105	0.1014	0.1014
99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	3.6335	85	85	0.0821	0.0979	85	0.0912	0.0912	0.0642	0.0765	0.0793	0.0821
99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	0.1166	0.0765	0.0689	0.0765	0.0793	85	0.0765	0.0665	0.0793	0.0793	0.0739	85
99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	0.1251	0.0765	0.0765	0.0765	0.0793	0.0793	0.0765	0.0821	62	0.0689	0.0765	0.0739	0.0642
99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	0.1599	0.0739	0.0714	0.0689	0.0665	0.0642	0.0714	0.0714	0.0739	0.0689	0.0599	62	0.0578	0.0599
99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	0.0821	0.0714	0.0689	0.0689	0.0665	0.0689	0.0642	62	0.0714	0.0599	0.0558	0.0599	0.0558	0.0599
99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	0.0714	62	0.0539	0.0539	0.0558	0.0578	52	0.0468	0.0502	0.0452	0.0452	0.0558	0.0578	0.0642
99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	0.0881	0.0665	0.0599	0.0578	0.0578	0.0468	0.0468	0.0407	0.0468	0.0502	0.0452	0.0539	52	0.0539
99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	0.1777	0.0714	0.0665	0.0502	0.0558	0.0578	0.0468	0.0437	0.0437	0.0422	0.0468	0.0502	0.0539	0.0599
99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	0.5657	0.1974	0.0714	0.0665	62	0.0502	0.0502	0.0437	0.0539	0.0452	0.0437	0.0485	0.0558	0.0485	0.0437
99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	0.6285	0.1599	0.0821	0.0945	0.0689	0.0793	0.0599	0.0502	0.0558	0.0558	0.0502	0.0485	0.0468	0.0422	0.0502
99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	0.1208	0.1126	0.1126	0.0912	0.1014	0.0765	0.0739	0.0502	0.0689	0.0642	52	0.0468	0.0468	0.0502	0.0422
99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	0.8619	0.1208	0.1208	0.1014	0.1014	0.0881	0.0765	0.0714	0.0642	0.0739	0.0599	0.0578	0.0485	0.0558	0.0485	0.0468
99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	1268	0.3342	144	0.1087	0.1087	105	85	0.0821	0.0793	0.0793	0.0881	85	0.0665	0.0793	0.0665	0.0558	0.0485
99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	0.9246	0.6285	0.3461	0.4125	0.1599	0.1491	0.1342	105	0.1087	0.0912	0.0881	0.0979	0.0821	0.0912	85	0.0912	0.0714	0.0642	0.0558	0.0539
99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	0.6983	0.8927	0.1906	0.2118	0.2045	0.1491	139	144	144	0.1251	0.1208	0.1208	105	0.0881	0.0945	0.0881	0.0881	85	0.0945	0.0665	62	0.0578
99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	2.3847	1.4088	0.9576	0.2272	184	0.2437	99999.0	144	0.1491	0.1251	0.1342	0.1166	0.1126	0.1296	0.1251	0.1208	105	0.0945	0.0739	0.0765	0.0665	0.0714	0.0689
99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	2.4699	1.3133	0.3461	0.2804	0.1974	99999.0	0.1974	0.1777	0.1599	144	0.1342	144	0.1126	0.1296	0.1087	0.0912	0.1014	0.1087	0.0979	0.0821	0.0765	0.0881	0.0714	0.0665
99999.0	8.7361	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	0.3983	0.2118	0.1777	0.1974	0.2437	0.2118	184	144	139	0.1296	0.1126	0.1087	0.1126	0.1166	0.1126	0.0912	0.0979	0.1126	0.0912	0.0739	0.0714	0.0821	0.0739
99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	1.5652	0.5859	0.1974	184	0.1716	139	144	139	0.1087	0.1599	0.1126	139	0.1166	0.1251	0.1296	0.1208	0.0979	0.1014	0.1166	0.0945	85	85	0.0881	0.0739
99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	4181	1.8653	0.3846	0.2118	0.2437	0.1544	0.1716	0.1599	0.1491	139	0.1251	0.1599	0.1657	144	0.1342	0.1166	0.1342	105	105	0.0945	0.1014	0.0979	0.0765	0.0793	0.0765
99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	2.2231	1.3133	0.2904	0.2614	0.2045	184	0.2193	0.1777	0.1777	184	0.1716	0.1599	0.1777	184	99999.0	0.1491	139	0.0945	0.1296	0.1087	0.0979	0.1014	0.0945	0.0793	0.0881
99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	7.0775	4.3303	1.1019	0.3227	0.2804	0.2437	0.2614	0.2193	0.2353	0.2353	184	0.1974	0.2045	0.2272	0.1599	0.1777	0.2118	99999.0	0.1491	0.1296	139	144	105	0.1296	0.1296	0.1166	0.1014
99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	6.5978	2.9436	651	0.3983	0.3983	0.3227	0.3227	0.2804	0.2804	0.3461	0.2707	0.2524	0.3227	0.2118	0.1974	0.2045	0.2118	0.1906	0.1716	0.1716	0.1544	0.1777	0.2045	0.1208	0.1544	0.1599	0.2045
99999.0	99999.0	99999.0	99999.0	99999.0	9.3713	3.3872	1.8653	0.6068	0.3983	0.4272	0.4272	0.3585	0.3585	0.3713	0.3008	0.4125	0.3461	0.4583	0.3342	184	0.1657	0.2193	0.2353	0.2193	0.2118	0.2707	0.1974	0.3008	0.1716	0.1974	0.2118	0.2614
7.3303	99999.0	99999.0	99999.0	11.1686	6.3703	1.0639	0.7758	0.4125	0.3983	0.3983	0.4425	0.5092	0.3461	0.2804	0.3227	0.3008	0.2193	0.2524	0.2614	0.2272	0.2353	0.2437	0.2524	0.2272	0.2904	0.3227	0.4747	0.3461	0.3342	0.2272	0.3461	0.3846
99999.0	21.0049	21755	1.7389	7.8632	0.8322	0.5274	0.4425	0.5092	0.3585	0.3713	0.4747	0.4583	0.3713	0.3227	0.3342	0.2524	0.2524	0.2614	0.2614	0.2437	0.2193	0.3342	0.2707	0.2193	0.3342	0.2804	0.3342	0.4125	0.3342	0.3342	0.3846	0.3983
99999.0	3.0487	1.3133	11.1686	4.8111	0.6285	0.3983	0.3713	0.6068	0.5462	0.3585	0.4425	0.3461	0.3227	0.3846	0.3461	0.2524	0.3008	0.2524	0.2707	0.2193	0.2118	0.2353	0.2524	0.2437	0.2707	0.2804	0.3983	0.3846	0.3713	0.3983	0.3227	0.3585
99999.0	1.5112	10.7835	4181	1932	0.5462	0.6742	0.2614	0.2524	0.3115	0.3115	0.3846	0.2904	0.2118	0.2437	0.2804	0.2272	0.2904	0.2614	0.2118	0.2353	0.2045	0.2272	0.1777	0.1906	0.2353	184	0.2524	0.2614	0.3461	0.3115	0.5274	0.3585
4.3303	9.3713	1.2243	1.3133	7.0775	0.3585	0.3983	0.2118	0.3008	0.3115	0.5274	0.3585	0.2118	0.1777	184	0.2193	0.1777	0.2707	0.2437	0.2353	0.2193	0.3227	0.1906	0.1777	0.1974	0.2193	0.2524	0.2353	0.2614	0.2614	0.2437	0.3115	0.2904
10.0526	4.6452	1.7389	0.3227	4.0368	2.2231	0.3713	0.4916	0.6068	0.3983	0.6285	0.3342	0.3461	0.3846	0.3585	0.3846	0.4747	0.3008	0.2707	0.2193	0.1906	0.2707	0.3227	0.2045	0.1777	0.1906	0.2272	0.1974	0.2904	0.2524	0.2437	0.2524	0.2904
1.5652	0.9576	0.3342	0.5274	0.6068	0.8322	0.3342	99999.0	0.4425	0.3713	0.3227	0.2524	0.3461	0.3713	0.4125	0.3585	0.3342	0.3227	0.3846	184	0.2045	0.3846	0.3227	0.3342	0.1544	99999.0	0.2118	99999.0	0.2524	0.2272	0.1777	0.2804	0.2804
0.4125	0.3227	0.3227	0.6068	0.7232	0.5657	0.2524	0.4272	0.4747	0.4425	0.3983	0.3983	0.3983	0.4125	0.4583	0.3585	0.3713	0.4425	0.3115	0.3461	0.3713	0.4272	0.3846	0.2804	0.2707	0.3461	0.3227	0.3342	0.3342	0.4583	0.2804	0.1544	0.3115
0.3585	0.3461	0.3846	0.3983	0.5657	0.7758	651	0.6285	0.6068	0.3008	0.3342	0.3342	0.3342	0.3227	0.3342	0.3585	0.3115	0.3008	0.2707	0.3115	0.2904	0.2904	0.2437	0.2437	0.2904	0.2614	0.3713	0.3008	0.3115	0.4747	0.3846	99999.0	0.3008
0.2904	0.3461	0.3983	0.2353	0.4425	0.2524	0.8322	0.3342	0.3115	0.2904	0.3461	0.3227	0.3342	0.3713	0.4272	0.3846	0.4125	0.2904	0.2524	0.2437	0.2437	0.2524	0.2614	0.2524	0.2804	0.3585	0.2804	0.2524	0.2524	0.3713	0.4425	0.4272	0.4425
0.3115	0.3342	0.4583	0.3227	0.4272	0.4583	0.3713	0.3461	0.3342	0.3115	0.2707	0.2804	0.3227	0.3227	0.3461	0.3115	0.3713	0.1974	0.2272	0.2524	0.2437	0.2524	0.2804	0.2353	0.2272	0.2707	0.3115	99999.0	0.2904	0.2707	0.3227	0.3846	0.5092
0.3461	0.4125	0.4125	0.4916	0.5462	0.3585	0.3846	0.3461	0.3461	0.3461	99999.0	0.2707	0.3227	0.3115	0.2904	0.2437	0.3115	0.3342	0.2614	0.2272	0.2524	0.2272	0.2524	0.2614	0.2272	0.2045	0.2193	0.2904	0.3008	0.3227	0.2614	0.3115	0.2614
0.3713	0.3983	0.3983	0.3983	0.3713	0.3846	0.2707	0.2437	0.2524	0.2437	184	0.2437	99999.0	0.3983	0.3008	0.2804	0.2707	0.2804	0.2353	99999.0	0.2353	0.2524	0.2707	0.2614	0.2707	0.2524	0.2118	0.2904	0.3008	0.1906	0.2272	0.2272	0.3115
0.2524	0.2524	0.3461	0.3713	0.3713	0.3461	0.2272	0.1974	0.2272	0.2437	184	0.2707	99999.0	99999.0	184	0.3008	0.2193	0.2272	0.2437	0.2437	144	99999.0	0.3461	0.2614	0.2353	0.3008	0.2804	0.2707	0.2272	0.2524	0.2614	0.2353	0.2193
0.1906	0.1974	0.1974	0.1906	0.2524	0.3461	0.3008	0.2524	0.1974	0.2904	0.2904	0.1974	0.2524	0.1974	0.3008	0.2524	0.2524	0.3008	0.3115	0.2118	0.2193	0.2904	99999.0	99999.0	0.3227	0.2904	0.2904	0.3115	0.2614	0.2707	0.2353	0.2707	0.3227
0.3461	0.2904	0.2118	0.1974	0.1716	0.1906	0.2193	0.1777	0.2904	0.2804	0.1716	0.1974	0.2193	0.2353	99999.0	0.3461	0.2437	0.3461	0.2707	0.2437	0.2118	184	99999.0	99999.0	184	0.2272	0.2045	0.2272	0.2524	0.2272	0.2804	0.2437	0.2272
0.3008	0.3342	0.2118	184	0.1777	0.1657	0.1906	0.1544	0.1777	0.1716	0.1716	0.2272	0.2118	0.2118	0.2524	0.2437	184	0.4916	0.1777	0.1974	0.2707	0.2353	0.2437	0.1906	0.2272	0.2614	0.2614	0.2614	0.2353	0.2904	0.2272	0.3008	0.2804
0.3008	0.2437	0.2804	0.2193	0.1599	0.1777	0.1716	0.1657	99999.0	99999.0	0.1906	0.1777	0.2045	184	0.1906	0.1974	0.2614	0.3713	0.2707	0.2804	0.2353	0.3227	0.2804	0.3227	0.2614	0.2353	0.2904	0.2614	0.2118	99999.0	0.2524	0.2045	0.1599
0.2524	0.1716	184	0.1716	0.1544	0.1296	0.1544	0.1491	144	0.1491	184	0.1716	184	184	0.2045	0.6285	0.6285	0.2614	0.2707	0.2524	0.2437	0.2353	0.2437	0.2614	0.2804	0.2272	0.1974	0.2614	0.2524	0.2707	99999.0	99999.0	99999.0	0.2118	0.1599	139	0.1208	0.0739	0.0945	0.0739	0.0821	0.0714	0.0714	0.0642	99999.0	0.0765	0.0714	0.0642	0.0599	52	99999.0	0.0793	0.1251	99999.0	0.0642	99999.0	0.0578	0.0881	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	0.1251	0.1544
0.1906	0.1296	0.0765	0.1014	0.0793	0.0979	0.0714	0.0739	0.0714	0.0793	0.0821	0.0714	0.0765	0.0793	0.0665	62	0.0599	0.0739	0.0665	85	0.0793	0.0689	62	0.1208	99999.0	99999.0	99999.0	99999.0	105	99999.0	0.1296	0.1342	99999.0
0.1599	0.0793	0.0793	0.0765	0.0765	62	0.0739	0.0714	0.0665	0.0689	0.0765	0.0793	85	0.0642	0.0765	0.1166	0.0821	0.0821	0.0793	99999.0	0.0912	0.1251	0.0821	0.0912	0.1014	0.0945	0.0979	0.1126	0.1166	0.1296	0.3227	0.2707	0.1544
144	0.1014	85	85	0.0689	0.0765	0.0739	0.0793	0.0739	85	0.0689	0.0793	0.0881	0.1014	99999.0	105	99999.0	0.0765	0.0881	0.0765	0.0979	0.1087	85	99999.0	99999.0	0.1716	0.1906	0.1208	0.1251	0.1491	0.2804	0.3227	99999.0
0.1166	105	105	105	0.1126	0.0793	0.0739	0.0793	0.0793	0.0821	0.1251	0.1126	99999.0	0.1014	0.1126	62	99999.0	0.0881	0.0793	0.1296	144	0.1296	0.1208	0.1251	0.1087	144	0.1544	0.1599	0.1716	0.1657	99999.0	0.2118	0.1777
0.1251	0.1087	0.1296	99999.0	0.3115	0.2353	85	0.0881	0.1014	0.1087	0.1296	0.2272	184	0.1126	0.1087	0.0739	0.0912	0.0912	0.0881	0.1087	0.1014	0.1208	139	0.1716	144	0.1599	99999.0	99999.0	184	0.1657	99999.0	139	0.2904
144	0.1491	0.2614	0.3983	0.4425	0.7491	105	0.1166	0.1126	0.1342	0.2045	0.2614	0.3342	0.2524	0.1251	0.1296	139	99999.0	0.1126	0.1342	144	0.1208	0.1296	0.1716	139	0.1544	0.1544	0.1544	0.1599	0.1716	0.1599	0.1777	0.1544
0.1657	0.1491	0.1716	0.4425	651	0.7491	0.7758	0.8927	0.3983	0.3846	0.4583	0.2353	0.2707	0.2904	0.2614	0.2904	0.1342	0.1342	144	0.1342	0.1296	99999.0	0.1544	0.1544	144	0.1657	139	0.1599	0.1906	0.1491	0.1544	0.1657	99999.0
0.2804	0.1544	0.2045	0.3846	1.3602	1.1019	3.5082	1268	0.1657	0.3461	0.6742	0.3115	0.2524	0.4747	0.2804	0.3008	0.3342	0.2904	99999.0	0.1342	0.1251	0.1716	0.1599	0.1251	0.1208	0.1251	144	139	0.1657	0.1544	144	139	144
4.9829	0.8322	2001	2.4699	0.3846	1.4591	3.8976	0.3846	0.1342	0.1342	0.3008	0.5859	0.3983	0.4916	0.3846	0.1777	139	0.1251	99999.0	99999.0	0.1906	0.1906	0.1342	0.1208	139	99999.0	0.1716	0.1208	0.1208	99999.0	139	139	144
99999.0	99999.0	99999.0	99999.0	99999.0	1.1821	7.8632	0.6285	0.1126	139	0.1251	0.5657	0.3342	0.4125	0.1087	99999.0	0.1014	0.1126	0.1491	0.2614	0.2118	99999.0	99999.0	184	0.1716	0.2118	0.2118	0.1544	99999.0	0.1657	0.1544	144	144
99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	7.3303	5536	0.1126	0.1166	0.1777	0.2353	0.4272	0.1716	0.1777	139	0.1014	0.1126	0.1166	99999.0	99999.0	139	99999.0	0.1208	0.0881	0.1777	0.1777	139	0.1716	99999.0	184	184	144
99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	7.5921	4.0368	0.1251	0.1342	144	0.1544	0.1657	0.1296	0.1166	0.0979	0.1126	144	0.1544	99999.0	0.1166	0.1208	0.1126	0.1087	99999.0	0.1208	99999.0	0.1657	139	0.1544	0.1716	0.1716
99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	14.7884	9706	0.1777	0.1342	144	0.1599	0.2118	0.1544	0.1251	0.1014	105	0.1208	0.1491	0.1906	0.1599	139	139	0.1491	144	0.1544	0.1777	139	0.1544	0.1599	99999.0	99999.0
99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	6.3703	0.1716	0.1208	0.1296	0.2118	0.1906	0.1296	139	139	0.1657	0.1599	0.2524	0.2614	0.1777	0.1342	0.1296	0.1166	99999.0	0.1657	0.1716	0.1544	0.1544	0.1974	0.1974
99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	0.1716	0.1777	144	144	0.1974	0.1974	139	0.3115	0.1974	0.2118	0.3115	0.4125	0.1974	0.2193	99999.0	0.1657	0.3008	0.3342	0.2524	0.2193	0.2524	0.2045	99999.0
99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	0.2437	99999.0	0.1208	144	0.1544	0.1544	184	0.2118	0.2353	0.3008	0.2353	0.2353	0.3008	0.2437	0.2524	0.2045	0.2904	0.2353	0.2707	0.3227	0.2524
99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	1.1019	0.1126	144	0.1126	0.1208	0.1296	0.1599	0.1716	0.1777	0.1777	0.2524	0.1906	0.2353	0.2045	0.2045	0.1657	0.1716	0.1974	0.2437	0.1974
99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	1.8653	0.3983	0.4125	0.2193	0.1251	144	0.1491	0.1716	184	0.1599	0.1777	144	0.1777	184	0.1544	184	0.1716	0.2118
99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	99999.0	0.3713	0.1342	0.1251	0.1208	0.1342	144	0.1296	0.1251	0.1208	0.1599	0.1599	0.1491	0.1599	0.1599
